Species,Parity
Hemiergis_millewae,1
Hemiergis_initialis,1
Hemiergis_quadrilineatum,1
Hemiergis_peronii,1
Notoscincus_ornatus,0
Ctenotus_labillardieri,0
Ctenotus_rubicundus,0
Ctenotus_brooksi,0
Ctenotus_nasutus,0
Ctenotus_pantherinus,0
Ctenotus_youngsoni,0
Ctenotus_strauchii,0
Ctenotus_calurus,0
Ctenotus_schomburgkii,0
Ctenotus_rawlinsoni,0
Ctenotus_saxatilis,0
Ctenotus_fallens,0
Ctenotus_inornatus,0
Ctenotus_robustus,0
Ctenotus_spaldingi,0
Ctenotus_taeniolatus,0
Ctenotus_uber,0
Ctenotus_rutilans,0
Ctenotus_leae,0
Ctenotus_australis,0
Ctenotus_quattuordecimlineatus,0
Ctenotus_leonhardii,0
Ctenotus_serventyi,0
Ctenotus_tanamiensis,0
Ctenotus_greeri,0
Ctenotus_mimetes,0
Ctenotus_astarte,0
Ctenotus_regius,0
Ctenotus_septenarius,0
Ctenotus_olympicus,0
Ctenotus_atlas,0
Ctenotus_maryani,0
Ctenotus_grandis,0
Ctenotus_angusticeps,0
Ctenotus_piankai,0
Ctenotus_hanloni,0
Ctenotus_essingtonii,0
Ctenotus_hebetior,0
Ctenotus_hilli,0
Ctenotus_pulchellus,0
Ctenotus_gagudju,0
Lerista_ameles,0
Lerista_wilkinsi,0
Lerista_cinerea,0
Lerista_stylis,0
Lerista_carpentariae,0
Lerista_karlschmidti,0
Lerista_kalumburu,0
Lerista_apoda,0
Lerista_griffini,0
Lerista_ips,0
Lerista_labialis,0
Lerista_bipes,0
Lerista_greeri,0
Lerista_robusta,0
Lerista_simillima,0
Lerista_vermicularis,0
Lerista_borealis,0
Lerista_walkeri,0
Lerista_frosti,0
Lerista_chordae,0
Lerista_fragilis,0
Lerista_xanthura,0
Lerista_taeniata,0
Lerista_aericeps,0
Lerista_orientalis,0
Lerista_zonulata,0
Lerista_ingrami,0
Lerista_neander,0
Lerista_desertorum,0
Lerista_puncticauda,0
Lerista_macropisthopus,0
Lerista_axillaris,0
Lerista_gerrardii,0
Lerista_eupoda,0
Lerista_arenicola,0
Lerista_microtis,1
Lerista_edwardsae,0
Lerista_picturata,0
Lerista_baynesi,0
Lerista_zietzi,0
Lerista_flammicauda,0
Lerista_speciosa,0
Lerista_elongata,0
Lerista_terdigitata,0
Lerista_tridactyla,0
Lerista_dorsalis,0
Lerista_emmotti,0
Lerista_punctatovittata,0
Lerista_distinguenda,0
Lerista_elegans,0
Lerista_christinae,0
Lerista_planiventralis,0
Lerista_lineata,0
Lerista_stictopleura,0
Lerista_allochira,0
Lerista_muelleri,0
Lerista_haroldi,0
Lerista_viduata,0
Lerista_humphriesi,0
Lerista_praepedita,0
Lerista_petersoni,0
Lerista_yuna,0
Lerista_kendricki,0
Lerista_nichollsi,0
Lerista_gascoynensis,0
Lerista_uniduo,0
Lerista_kennedyensis,0
Lerista_onsloviana,0
Lerista_lineopunctulata,0
Lerista_connivens,0
Lerista_varia,0
Tribolonotus_gracilis,0
Tribolonotus_novaeguineae,0
Tribolonotus_blanchardi,0
Tribolonotus_schmidti,1
Tribolonotus_brongersmai,0
Tribolonotus_pseudoponceleti,0
Tribolonotus_ponceleti,0
Corucia_zebrata,1
Egernia_saxatilis,1
Bellatorias_major,1
Egernia_depressa,1
Bellatorias_frerei,1
Egernia_kingii,1
Egernia_napoleonis,1
Egernia_richardi,1
Egernia_luctuosa,1
Egernia_hosmeri,1
Egernia_stokesii,1
Cyclodomorphus_casuarinae,1
Cyclodomorphus_michaeli,1
Cyclodomorphus_branchialis,1
Tiliqua_rugosa,1
Tiliqua_adelaidensis,1
Tiliqua_occipitalis,1
Tiliqua_nigrolutea,1
Tiliqua_scincoides,1
Tiliqua_gigas,1
Egernia_margaretae,1
Egernia_modesta,1
Egernia_whitii,1
Egernia_montana,1
Egernia_guthega,1
Egernia_inornata,1
Egernia_striata,1
Egernia_multiscutata,1
Egernia_pulchra,1
Egernia_kintorei,1
Lankascincus_fallax,0
Eutropis_macularia,0
Eutropis_rudis,0
Eutropis_multifasciata,1
Dasia_olivacea,0
Dasia_grisea,0
Trachylepis_vittata,1
Trachylepis_aurata,1
Eumecia_anchietae,1
Chioninia_delalandii,1
Chioninia_vaillantii,1
Macroscincus_coctei,1
Chioninia_spinalis,1
Chioninia_stangeri,1
Chioninia_fogoensis,1
Mabuya_croizati,1
Mabuya_carvalhoi,1
Mabuya_nigropalmata,1
Mabuya_sloanii,1
Mabuya_nigropunctata,1
Mabuya_altamazonica,1
Mabuya_dorsivittata,1
Mabuya_cochabambae,1
Mabuya_meridensis,1
Mabuya_mabouya,1
Mabuya_falconensis,1
Mabuya_unimarginata,1
Mabuya_bistriata,1
Mabuya_frenata,1
Mabuya_macrorhyncha,1
Mabuya_agmosticha,1
Mabuya_guaporicola,1
Mabuya_agilis,1
Mabuya_heathi,1
Mabuya_caissara,1
Trachylepis_brevicollis,1
Trachylepis_maculilabris,0
Trachylepis_seychellensis,0
Trachylepis_perrotetii,0
Trachylepis_quinquetaeniata,0
Trachylepis_gravenhorstii,0
Trachylepis_madagascariensis,0
Trachylepis_aureopunctata,0
Trachylepis_varia,1
Trachylepis_occidentalis,0
Trachylepis_striata,1
Trachylepis_spilogaster,1
Trachylepis_variegata,1
Ablepharus_budaki,0
Ablepharus_kitaibelii,0
Ablepharus_chernovi,0
Emoia_tongana,0
Emoia_concolor,0
Lamprolepis_smaragdina,0
Lepidothyris_fernandi,0
Lygosoma_punctata,0
Lygosoma_bowringii,0
Mochlus_sundevalli,0
Lygosoma_afrum,0
Eugongylus_rufescens,0
Emoia_loyaltiensis,0
Panaspis_togoensis,0
Panaspis_breviceps,0
Afroablepharus_wahlbergi,0
Pseudemoia_pagenstecheri,1
Pseudemoia_entrecasteauxii,1
Bassiana_duperreyi,0
Cyclodina_lichenigera,0
Oligosoma_suteri,0
Oligosoma_pikitanga,1
Oligosoma_acrinasum,1
Oligosoma_taumakae,1
Oligosoma_infrapunctatum,1
Oligosoma_otagense,1
Oligosoma_waimatense,1
Oligosoma_lineoocellatum,1
Oligosoma_chloronoton,1
Oligosoma_nigriplantare,1
Oligosoma_longipes,1
Oligosoma_stenotis,1
Oligosoma_grande,1
Oligosoma_maccanni,1
Oligosoma_notosaurus,1
Oligosoma_inconspicuum,1
Oligosoma_zelandicum,1
Oligosoma_striatum,1
Oligosoma_homalonotum,1
Oligosoma_microlepis,1
Oligosoma_smithi,1
Cyclodina_aenea,1
Cyclodina_hardyi,1
Cyclodina_levidensa,1
Oligosoma_fallai,1
Oligosoma_moco,1
Cyclodina_alani,1
Cyclodina_macgregori,1
Cyclodina_ornata,1
Cyclodina_townsi,1
Cyclodina_whitakeri,1
Cyclodina_oliveri,1
Marmorosphax_tricolor,1
Cryptoblepharus_nigropunctatus,0
Cryptoblepharus_novocaledonicus,0
Cryptoblepharus_boutonii,0
Menetia_alanae,0
Menetia_greyii,0
Emoia_schmidti,0
Emoia_caeruleocauda,0
Emoia_cyanogaster,0
Emoia_atrocostata,0
Emoia_physicae,0
Emoia_jakati,0
Emoia_impar,0
Emoia_cyanura,0
Emoia_isolata,0
Emoia_pseudocyanura,0
Bassiana_trilineata,0
Morethia_ruficauda,0
Morethia_adelaidensis,0
Morethia_butleri,0
Bartleia_jigurru,0
Saproscincus_mustelinus,0
Saproscincus_oriarius,0
Saproscincus_challengeri,0
Saproscincus_spectabilis,0
Saproscincus_rosei,0
Saproscincus_lewisi,0
Saproscincus_basiliscus,0
Saproscincus_czechurai,0
Saproscincus_hannahae,0
Saproscincus_tetradactylus,0
Lampropholis_robertsi,0
Lampropholis_coggeri,0
Lampropholis_delicata,0
Lampropholis_guichenoti,0
Proablepharus_reginae,0
Niveoscincus_greeni,1
Niveoscincus_ocellatus,1
Niveoscincus_metallicus,1
Niveoscincus_pretiosus,1
Cautula_zia,0
Carlia_coensis,0
Carlia_mundivensis,0
Carlia_scirtetis,0
Menetia_timlowi,0
Carlia_johnstonei,0
Carlia_triacantha,0
Carlia_jarnoldae,0
Carlia_gracilis,0
Carlia_bicarinata,0
Lygisaurus_foliorum,0
Carlia_storri,0
Carlia_schmeltzii,0
Carlia_fusca,0
Carlia_mysi,0
Carlia_longipes,0
Carlia_pectoralis,0
Carlia_munda,0
Carlia_rufilatus,0
Carlia_rubrigularis,0
Carlia_rhomboidalis,0
Carlia_amax,0
Carlia_tetradactyla,0
Carlia_rostralis,0
Carlia_vivax,0
Carlia_dogare,0
Callopistes_maculatus,0
Callopistes_flavipunctatus,0
Tupinambis_rufescens,0
Tupinambis_duseni,0
Tupinambis_merianae,0
Tupinambis_quadrilineatus,0
Tupinambis_longilineus,0
Tupinambis_teguixin,0
Dracaena_guianensis,0
Crocodilurus_amazonicus,0
Teius_teyou,0
Ameiva_bifrontata,0
Ameiva_ameiva,0
Cnemidophorus_ocellifer,0
Kentropyx_calcarata,0
Kentropyx_paulensis,0
Kentropyx_viridistriga,0
Kentropyx_vanzoi,0
Kentropyx_striata,0
Kentropyx_pelviceps,0
Kentropyx_altamazonica,0
Ameiva_undulata,0
Ameiva_festiva,0
Ameiva_quadrilineata,0
Cnemidophorus_vanzoi,0
Cnemidophorus_gramivagus,0
Cnemidophorus_arenivagus,0
Cnemidophorus_lemniscatus,0
Aspidoscelis_sexlineatus,0
Aspidoscelis_inornatus,0
Aspidoscelis_burti,0
Aspidoscelis_communis,0
Aspidoscelis_costatus,0
Aspidoscelis_laredoensis,0
Aspidoscelis_gularis,0
Aspidoscelis_velox,0
Aspidoscelis_deppei,0
Aspidoscelis_lineattissimus,0
Aspidoscelis_guttatus,0
Aspidoscelis_ceralbensis,0
Aspidoscelis_hyperythrus,0
Aspidoscelis_tigris,0
Aspidoscelis_marmoratus,0
Ameiva_dorsalis,0
Ameiva_auberi,0
Ameiva_polops,0
Ameiva_wetmorei,0
Ameiva_exsul,0
Ameiva_chrysolaema,0
Ameiva_leberi,0
Ameiva_taeniura,0
Ameiva_maynardi,0
Ameiva_lineolata,0
Ameiva_corax,0
Ameiva_plei,0
Ameiva_pluvianotata,0
Ameiva_erythrocephala,0
Ameiva_griswoldi,0
Cnemidophorus_lacertoides,0
Cnemidophorus_longicaudus,0
Dicrodon_guttulatum,0
Ameiva_fuscata,0
Ptychoglossus_brevifrontalis,0
Alopoglossus_atriventris,0
Alopoglossus_angulatus,0
Alopoglossus_copii,0
Bachia_flavescens,0
Bachia_bresslaui,0
Bachia_dorbignyi,0
Bachia_scolecoides,0
Bachia_huallagana,0
Bachia_trisanale,0
Bachia_panoplia,0
Bachia_peruana,0
Bachia_bicolor,0
Bachia_barbouri,0
Bachia_heteropa,0
Bachia_intermedia,0
Rhachisaurus_brachylepis,0
Heterodactylus_imbricatus,0
Colobodactylus_taunayi,0
Colobodactylus_dalcyanus,0
Iphisa_elegans,0
Colobosaura_modesta,0
Colobosaura_mentalis,0
Stenolepis_ridleyi,0
Tretioscincus_oriximinensis,0
Tretioscincus_agilis,0
Micrablepharus_maximiliani,0
Micrablepharus_atticolus,0
Vanzosaura_rubricauda,0
Procellosaurinus_tetradactylus,0
Procellosaurinus_erythrocercus,0
Nothobachia_ablephara,0
Calyptommatus_sinebrachiatus,0
Calyptommatus_confusionibus,0
Calyptommatus_nicterus,0
Calyptommatus_leiolepis,0
Psilophthalmus_paeminosus,0
Gymnophthalmus_pleei,0
Gymnophthalmus_leucomystax,0
Gymnophthalmus_vanzoi,0
Gymnophthalmus_speciosus,0
Gymnophthalmus_cryptus,0
Gymnophthalmus_underwoodi,0
Ecpleopus_gaudichaudii,0
Leposoma_baturitensis,0
Leposoma_nanodactylus,0
Leposoma_puk,0
Leposoma_annectans,0
Leposoma_scincoides,0
Anotosaura_collaris,0
Colobosauroides_cearensis,0
Arthrosaura_kockii,0
Arthrosaura_reticulata,0
Leposoma_percarinatum,0
Leposoma_guianense,0
Leposoma_southi,0
Leposoma_parietale,0
Leposoma_osvaldoi,0
Riama_unicolor,0
Riama_simoterus,0
Riama_colomaromani,0
Placosoma_glabellum,0
Placosoma_cordylinum,0
Neusticurus_bicarinatus,0
Neusticurus_rudis,0
Pholidobolus_macbrydei,0
Pholidobolus_montium,0
Potamites_juruazensis,0
Potamites_ecpleopus,0
Cercosaura_quadrilineata,0
Cercosaura_argulus,0
Cercosaura_oshaughnessyi,0
Cercosaura_ocellata,0
Cercosaura_eigenmanni,0
Cercosaura_schreibersii,0
Proctoporus_subsolanus,0
Proctoporus_sucullucu,0
Proctoporus_pachyurus,0
Petracola_ventrimaculatus,0
Proctoporus_bolivianus,0
Proctoporus_unsaacae,0
Proctoporus_guentheri,0
Rhineura_floridana,0
Bipes_tridactylus,0
Bipes_canaliculatus,0
Bipes_biporus,0
Blanus_strauchi,0
Blanus_cinereus,0
Blanus_tingitanus,0
Blanus_mettetali,0
Cadea_blanoides,0
Trogonophis_wiegmanni,1
Diplometopon_zarudnyi,0
Chirindia_swynnertoni,0
Cynisca_leucura,0
Geocalamus_acutus,0
Monopeltis_capensis,1
Amphisbaena_fuliginosa,0
Bronia_brasiliana,0
Amphisbaena_mertensii,0
Amphisbaena_cunhai,0
Amphisbaena_hyporissor,0
Amphisbaena_leali,0
Amphisbaena_innocens,0
Amphisbaena_ignatiana,0
Bronia_kraoh,0
Bronia_saxosa,0
Amphisbaena_vermicularis,0
Cercolophia_roberti,0
Amphisbaena_alba,0
Amphisbaena_bolivica,0
Amphisbaena_camura,0
Amphisbaena_anaemariae,0
Amphisbaena_silvestrii,0
Amphisbaena_barbouri,0
Amphisbaena_carlgansi,0
Amphisbaena_cubana,0
Amphisbaena_schmidti,0
Amphisbaena_manni,0
Amphisbaena_xera,0
Amphisbaena_bakeri,0
Amphisbaena_caeca,0
Amphisbaena_fenestrata,0
Aulura_anomala,0
Leposternon_polystegum,0
Leposternon_infraorbitale,0
Leposternon_microcephalum,0
Cercolophia_cuiabana,0
Amphisbaena_hastata,0
Anops_kingii,0
Amphisbaena_leeseri,0
Amphisbaena_angustifrons,0
Amphisbaena_darwini,0
Amphisbaena_munoai,0
Psammodromus_hispanicus,0
Psammodromus_blanci,0
Psammodromus_algirus,0
Gallotia_stehlini,0
Gallotia_atlantica,0
Gallotia_galloti,0
Gallotia_caesaris,0
Gallotia_intermedia,0
Gallotia_gomerana,0
Gallotia_simonyi,0
Atlantolacerta_andreanskyi,0
Poromera_fordii,0
Nucras_lalandii,0
Latastia_longicaudata,0
Philochortus_spinalis,0
Pseuderemias_smithii,0
Heliobolus_spekii,0
Heliobolus_lugubris,0
Nucras_tessellata,0
Pedioplanis_lineoocellata,0
Pedioplanis_burchelli,0
Pedioplanis_laticeps,0
Pedioplanis_breviceps,0
Pedioplanis_namaquensis,0
Pedioplanis_husabensis,0
Pedioplanis_gaerdesi,0
Pedioplanis_inornata,0
Pedioplanis_rubens,0
Pedioplanis_undata,0
Tropidosaura_gularis,0
Australolacerta_australis,0
Ichnotropis_capensis,0
Meroles_reticulatus,0
Meroles_knoxii,0
Ichnotropis_squamulosa,0
Meroles_suborbitalis,0
Meroles_anchietae,0
Meroles_ctenodactylus,0
Meroles_cuneirostris,0
Meroles_micropholidotus,0
Holaspis_guentheri,0
Holaspis_laevis,0
Gastropholis_prasina,0
Gastropholis_vittata,0
Adolfus_africanus,0
Adolfus_jacksoni,0
Adolfus_alleni,0
Eremias_argus,0
Eremias_brenchleyi,0
Eremias_arguta,0
Eremias_grammica,0
Eremias_pleskei,0
Eremias_multiocellata,1
Eremias_przewalskii,1
Eremias_velox,0
Eremias_vermiculata,0
Eremias_montanus,0
Eremias_nigrolateralis,0
Eremias_persica,0
Adolfus_vauereselli,0
Omanosaura_jayakari,0
Omanosaura_cyanura,0
Mesalina_olivieri,0
Mesalina_simoni,0
Mesalina_guttulata,0
Mesalina_bahaeldini,0
Mesalina_rubropunctata,0
Mesalina_brevirostris,0
Mesalina_adramitana,0
Mesalina_balfouri,0
Ophisops_elegans,0
Ophisops_occidentalis,0
Acanthodactylus_tristrami,0
Acanthodactylus_orientalis,0
Acanthodactylus_erythrurus,0
Acanthodactylus_blanci,0
Acanthodactylus_busacki,0
Acanthodactylus_beershebensis,0
Acanthodactylus_maculatus,0
Acanthodactylus_pardalis,0
Acanthodactylus_aureus,0
Acanthodactylus_longipes,0
Acanthodactylus_scutellatus,0
Acanthodactylus_schmidti,0
Acanthodactylus_masirae,0
Acanthodactylus_cantoris,0
Acanthodactylus_gongrorhynchatus,0
Acanthodactylus_opheodurus,0
Acanthodactylus_schreiberi,0
Acanthodactylus_boskianus,0
Phoenicolacerta_kulzeri,0
Phoenicolacerta_cyanisparsa,0
Phoenicolacerta_laevis,0
Takydromus_sexlineatus,0
Takydromus_kuehnei,0
Takydromus_tachydromoides,0
Takydromus_smaragdinus,0
Takydromus_sauteri,0
Takydromus_intermedius,0
Takydromus_sylvaticus,0
Takydromus_dorsalis,0
Takydromus_amurensis,0
Takydromus_toyamai,0
Takydromus_stejnegeri,0
Takydromus_septentrionalis,0
Takydromus_hsuehshanensis,0
Takydromus_wolteri,0
Takydromus_formosanus,0
Timon_princeps,0
Timon_pater,0
Timon_tangitanus,0
Timon_lepidus,0
Lacerta_bilineata,0
Lacerta_viridis,0
Lacerta_schreiberi,0
Lacerta_strigata,0
Lacerta_agilis,0
Lacerta_media,0
Lacerta_pamphylica,0
Lacerta_trilineata,0
Scelarcis_perspicillata,0
Teira_dugesii,0
Podarcis_melisellensis,0
Podarcis_tauricus,0
Podarcis_gaigeae,0
Podarcis_milensis,0
Podarcis_siculus,0
Podarcis_muralis,0
Podarcis_tiliguerta,0
Podarcis_filfolensis,0
Podarcis_atrata,0
Podarcis_carbonelli,0
Podarcis_bocagei,0
Podarcis_hispanicus,0
Podarcis_vaucheri,0
Podarcis_lilfordi,0
Podarcis_pityusensis,0
Podarcis_raffonei,0
Podarcis_peloponnesiacus,0
Podarcis_erhardii,0
Hellenolacerta_graeca,0
Dalmatolacerta_oxycephala,0
Apathya_cappadocica,0
Archaeolacerta_bedriagae,0
Iberolacerta_galani,0
Iberolacerta_monticola,0
Iberolacerta_cyreni,0
Iberolacerta_horvathi,0
Iberolacerta_aurelioi,0
Iberolacerta_aranica,0
Iberolacerta_bonnali,0
Parvilacerta_parva,0
Parvilacerta_fraasii,0
Anatololacerta_anatolica,0
Anatololacerta_danfordi,0
Anatololacerta_oertzeni,0
Algyroides_nigropunctatus,0
Algyroides_moreoticus,0
Algyroides_fitzingeri,0
Algyroides_marchi,0
Dinarolacerta_montenegrina,0
Dinarolacerta_mosorensis,0
Iranolacerta_zagrosica,0
Iranolacerta_brandtii,0
Darevskia_parvula,0
Darevskia_rudis,0
Darevskia_valentini,0
Darevskia_portschinskii,0
Darevskia_praticola,0
Darevskia_chlorogaster,0
Darevskia_alpina,0
Darevskia_lindholmi,0
Darevskia_saxicola,0
Darevskia_brauneri,0
Darevskia_rostombekovi,0
Darevskia_bendimahiensis,0
Darevskia_sapphirina,0
Darevskia_uzzelli,0
Darevskia_raddei,0
Darevskia_clarkorum,0
Darevskia_armeniaca,0
Darevskia_mixta,0
Darevskia_daghestanica,0
Darevskia_derjugini,0
Darevskia_caucasica,0
Xenosaurus_grandis,1
Xenosaurus_platyceps,1
Heloderma_horridum,0
Heloderma_suspectum,0
Anniella_geronimensis,1
Anniella_pulchra,1
Diploglossus_bilobatus,0
Celestus_enneagrammus,1
Celestus_haetianus,1
Celestus_agasepsoides,1
Ophiodes_striatus,1
Diploglossus_pleii,1
Ophisaurus_ventralis,0
Ophisaurus_attenuatus,0
Ophisaurus_harti,0
Ophisaurus_gracilis,0
Ophisaurus_koellikeri,0
Anguis_fragilis,1
Pseudopus_apodus,0
Elgaria_coerulea,1
Elgaria_kingii,0
Elgaria_paucicarinata,0
Elgaria_multicarinata,0
Elgaria_panamintina,0
Gerrhonotus_parvus,0
Coloptychon_rhombifer,0
Gerrhonotus_infernalis,0
Gerrhonotus_liocephalus,0
Abronia_mixteca,1
Barisia_levicollis,1
Barisia_imbricata,1
Barisia_rudicollis,1
Barisia_herrerae,1
Mesaspis_moreletii,1
Mesaspis_gadovii,1
Abronia_chiszari,1
Abronia_graminea,1
Abronia_oaxacae,1
Abronia_frosti,1
Abronia_ornelasi,1
Abronia_fimbriata,1
Abronia_lythrochila,1
Abronia_matudai,1
Abronia_anzuetoi,1
Abronia_aurita,1
Abronia_campbelli,1
Shinisaurus_crocodilurus,1
Lanthanotus_borneensis,0
Varanus_griseus,0
Varanus_niloticus,0
Varanus_exanthematicus,0
Varanus_yemenensis,0
Varanus_albigularis,0
Varanus_olivaceus,0
Varanus_beccarii,0
Varanus_keithhornei,0
Varanus_boehmei,0
Varanus_prasinus,0
Varanus_macraei,0
Varanus_rainerguentheri,0
Varanus_indicus,0
Varanus_cerambonensis,0
Varanus_melinus,0
Varanus_caerulivirens,0
Varanus_jobiensis,0
Varanus_yuwonoi,0
Varanus_finschi,0
Varanus_doreanus,0
Varanus_dumerilii,0
Varanus_bengalensis,0
Varanus_flavescens,0
Varanus_marmoratus,0
Varanus_rudicollis,0
Varanus_salvator,0
Varanus_mertensi,0
Varanus_spenceri,0
Varanus_giganteus,0
Varanus_rosenbergi,0
Varanus_gouldii,0
Varanus_panoptes,0
Varanus_salvadorii,0
Varanus_komodoensis,0
Varanus_varius,0
Varanus_glebopalma,0
Varanus_pilbarensis,0
Varanus_glauerti,0
Varanus_tristis,0
Varanus_scalaris,0
Varanus_timorensis,0
Varanus_semiremex,0
Varanus_mitchelli,0
Varanus_eremius,0
Varanus_brevicauda,0
Varanus_caudolineatus,0
Varanus_bushi,0
Varanus_gilleni,0
Varanus_primordius,0
Varanus_kingorum,0
Varanus_storri,0
Varanus_baritji,0
Varanus_acanthurus,0
Brookesia_nasus,0
Brookesia_lolontany,0
Brookesia_exarmata,0
Brookesia_dentata,0
Brookesia_peyrierasi,0
Brookesia_karchei,0
Brookesia_tuberculata,0
Brookesia_minima,0
Brookesia_perarmata,0
Brookesia_decaryi,0
Brookesia_bonsi,0
Brookesia_brygooi,0
Brookesia_superciliaris,0
Brookesia_therezieni,0
Brookesia_ebenaui,0
Brookesia_lineata,0
Brookesia_betschi,0
Brookesia_thieli,0
Brookesia_vadoni,0
Brookesia_griveaudi,0
Brookesia_valerieae,0
Brookesia_stumpffi,0
Brookesia_antakarana,0
Brookesia_ambreensis,0
Furcifer_balteatus,0
Furcifer_bifidus,0
Furcifer_minor,0
Furcifer_petteri,0
Furcifer_willsii,0
Furcifer_campani,0
Furcifer_angeli,0
Furcifer_pardalis,0
Furcifer_polleni,0
Furcifer_cephalolepis,0
Furcifer_verrucosus,0
Furcifer_oustaleti,0
Furcifer_belalandaensis,0
Furcifer_lateralis,0
Furcifer_antimena,0
Furcifer_labordi,0
Kinyongia_tenue,0
Kinyongia_oxyrhina,0
Kinyongia_adolfifriderici,0
Kinyongia_excubitor,0
Kinyongia_carpenteri,0
Kinyongia_xenorhina,0
Kinyongia_uthmoelleri,0
Kinyongia_boehmei,0
Kinyongia_tavetana,0
Kinyongia_matschiei,0
Kinyongia_multituberculata,0
Kinyongia_fischeri,0
Kinyongia_vosseleri,0
Bradypodion_damaranum,1
Bradypodion_pumilum,1
Bradypodion_caffrum,1
Bradypodion_thamnobates,1
Bradypodion_melanocephalum,1
Bradypodion_transvaalense,1
Bradypodion_nemorale,1
Bradypodion_dracomontanum,1
Bradypodion_setaroi,1
Bradypodion_occidentale,1
Bradypodion_atromontanum,1
Bradypodion_gutturale,1
Bradypodion_taeniabronchum,1
Bradypodion_ventrale,1
Bradypodion_karrooicum,1
Calumma_gastrotaenia,0
Calumma_furcifer,0
Rieppeleon_kerstenii,0
Rieppeleon_brevicaudatus,0
Rieppeleon_brachyurus,0
Calumma_cucullatum,0
Calumma_crypticum,0
Calumma_tsaratananense,0
Calumma_brevicorne,0
Calumma_guibei,0
Calumma_hilleniusi,0
Calumma_malthe,0
Calumma_gallus,0
Calumma_fallax,0
Calumma_nasutum,0
Calumma_boettgeri,0
Nadzikambia_mlanjense,0
Rhampholeon_spectrum,0
Rhampholeon_temporalis,0
Rhampholeon_viridis,0
Rhampholeon_spinosus,0
Rhampholeon_marshalli,0
Rhampholeon_uluguruensis,0
Rhampholeon_moyeri,0
Rhampholeon_acuminatus,0
Rhampholeon_beraduccii,0
Rhampholeon_boulengeri,0
Rhampholeon_nchisiensis,0
Rhampholeon_chapmanorum,0
Rhampholeon_platyceps,0
Calumma_capuroni,0
Calumma_oshaughnessyi,0
Calumma_globifer,0
Calumma_parsonii,0
Chamaeleo_namaquensis,0
Chamaeleo_quilensis,0
Chamaeleo_dilepis,0
Chamaeleo_gracilis,0
Chamaeleo_monachus,0
Chamaeleo_zeylanicus,0
Chamaeleo_arabicus,0
Chamaeleo_calyptratus,0
Chamaeleo_africanus,0
Chamaeleo_chamaeleon,0
Chamaeleo_calcaricarens,0
Chamaeleo_affinis,1
Chamaeleo_wiedersheimi,0
Chamaeleo_pfefferi,0
Chamaeleo_quadricornis,0
Chamaeleo_feae,0
Chamaeleo_cristatus,0
Chamaeleo_montium,0
Chamaeleo_melleri,0
Chamaeleo_johnstoni,0
Chamaeleo_deremensis,0
Chamaeleo_tempeli,1
Chamaeleo_werneri,1
Chamaeleo_fuelleborni,1
Chamaeleo_bitaeniatus,1
Chamaeleo_jacksonii,1
Chamaeleo_schubotzi,1
Chamaeleo_hoehnelii,1
Chamaeleo_ellioti,1
Chamaeleo_sternfeldi,1
Chamaeleo_rudis,1
Uromastyx_hardwickii,0
Uromastyx_asmussi,0
Uromastyx_loricata,0
Uromastyx_princeps,0
Uromastyx_macfadyeni,0
Uromastyx_geyri,0
Uromastyx_dispar,0
Uromastyx_acanthinura,0
Uromastyx_thomasi,0
Uromastyx_leptieni,0
Uromastyx_aegyptia,0
Uromastyx_yemenensis,0
Uromastyx_benti,0
Uromastyx_ocellata,0
Uromastyx_ornata,0
Leiolepis_guentherpetersi,0
Leiolepis_guttata,0
Leiolepis_reevesii,0
Leiolepis_belliana,0
Hydrosaurus_amboinensis,0
Physignathus_cocincinus,0
Hypsilurus_spinipes,0
Hypsilurus_dilophus,0
Hypsilurus_boydii,0
Chelosania_brunnea,0
Moloch_horridus,0
Hypsilurus_modestus,0
Hypsilurus_papuensis,0
Hypsilurus_bruijnii,0
Hypsilurus_nigrigularis,0
Physignathus_lesueurii,0
Ctenophorus_maculosus,0
Ctenophorus_clayi,0
Ctenophorus_adelaidensis,0
Ctenophorus_salinarum,0
Ctenophorus_gibba,0
Ctenophorus_cristatus,0
Ctenophorus_reticulatus,0
Ctenophorus_nuchalis,0
Ctenophorus_rufescens,0
Ctenophorus_fionni,0
Ctenophorus_decresii,0
Ctenophorus_vadnappa,0
Ctenophorus_tjantjalka,0
Ctenophorus_ornatus,0
Ctenophorus_caudicinctus,0
Ctenophorus_isolepis,0
Ctenophorus_mckenziei,0
Ctenophorus_scutulatus,0
Ctenophorus_pictus,0
Ctenophorus_maculatus,0
Ctenophorus_femoralis,0
Ctenophorus_fordi,0
Lophognathus_longirostris,0
Lophognathus_temporalis,0
Chlamydosaurus_kingii,0
Lophognathus_gilberti,0
Amphibolurus_norrisi,0
Amphibolurus_muricatus,0
Tympanocryptis_uniformis,0
Tympanocryptis_tetraporophora,0
Tympanocryptis_intima,0
Tympanocryptis_cephalus,0
Tympanocryptis_lineata,0
Tympanocryptis_pinguicolla,0
Rankinia_diemensis,0
Pogona_nullarbor,0
Pogona_barbata,0
Pogona_vitticeps,0
Pogona_minor,0
Pogona_minima,0
Pogona_henrylawsoni,0
Diporiphora_superba,0
Diporiphora_australis,0
Caimanops_amphiboluroides,0
Amphibolurus_nobbi,0
Diporiphora_bennettii,0
Diporiphora_albilabris,0
